"study_id" "identifier" "therapeutic_area" "type" "route_of_administration" "species" "duration" "dose" "pre_treatment" "dose_interval" "dose_lethality" "noael" "noael_sex" "adverse_findings" "body_weight" "body_weight_gain" "death_diagnosis" "neurological_clinical_signs" "git_clinical_signs" "other_clinical_signs" "lab_measurements" "macroscopic" "macroscopic_target" "pathology" "organ_weight" "organ_weight_target" "cardiovascular_effects"
"493" "Study 115" "Compound 22" "Neuroscience" "sm" "oral gavage" "mouse" 4 "160" "NA" "day" "NA" "no" "NA" "yes" "no" "no" "no" "ayes-hypoactivity-r, ayes-piloerection-r, ayes-abnormal posture-r" "no" "ayes-partially closed or closed eyes-r, ayes-hypothermia-r" NA "yes-discoloration-na" "liver" "yes" "yes-slight-increase-na" "liver" "no"
"494" "Study 116" "Compound 22" "Neuroscience" "sm" "oral gavage" "rat" 8 "0" "NA" "day" "NA" "no" "NA" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
"495" "Study 116" "Compound 22" "Neuroscience" "sm" "oral gavage" "rat" 8 "20" "NA" "day" "NA" "no" "NA" "no" "no" "no" "no" "no" "yes-salivation-r" "no" "no" "no" "no" "yes" "no" "no" "no"
"496" "Study 116" "Compound 22" "Neuroscience" "sm" "oral gavage" "rat" 8 "100" "NA" "day" "NA" "yes" "both" "no" "no" "no" "no" "no" "yes-salivation-r" "no" "yes-nr" "yes-abnormal shape_surface-nr, yes-increase-r, yes-discoloration-r" "kidney, kidney, kidney" "yes" "yes-increase-r, yes-increase-r" "kidney,liver" "no"
"497" "Study 116" "Compound 22" "Neuroscience" "sm" "oral gavage" "rat" 8 "200/160" "NA" "day" "200( severe clinical signs)" "no" "NA" "yes" "no" "no" "no" "yes-moderate-hypoactivity-r, yes-piloerection-r, yes-abnormal posture-r, yes-abnormal gait-r" "yes-salivation-r" "yes-hypothermia-r" "yes-nr" "yes-abnormal shape_surface-r, yes-increase-r, yes-discoloration-r" "kidney, kidney, kidney" "ayes" "yes-increase-r, yes-decrease-r, yes-increase-r" "kidney, adrenal gland, liver" "no"
"498" "Study 117" "Compound 23" "Neuroscience" "sm" "oral gavage" "cynomolgus" 39 "0" "NA" "day" "NA" "NA" "NA" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
"499" "Study 117" "Compound 23" "Neuroscience" "sm" "oral gavage" "cynomolgus" 39 "0.80000000000000004" "NA" "day" "NA" "NA" "NA" "yes" "no" "no" "no" "no" "no" "yes-skin lesions-r, yes-skin discoloration-r, yes-skin thickening-r" "no" "no" "no" "ayes" "no" "no" "no"
"500" "Study 117" "Compound 23" "Neuroscience" "sm" "oral gavage" "cynomolgus" 39 "1.6000000000000001" "NA" "day" "NA" "NA" "NA" "yes" "no" "no" "no" "no" "no" "yes-skin lesions-r, yes-skin discoloration-r, yes-skin thickening-r" "no" "no" "no" "ayes" "no" "no" "no"
"501" "Study 117" "Compound 23" "Neuroscience" "sm" "oral gavage" "cynomolgus" 39 "1.2" "NA" "day" "2.2 (severe skin findings)" "NA" "NA" "yes" "no" "no" "no" "no" "no" "yes-skin lesions-r, yes-skin discoloration-r, yes-skin thickening-r" "no" "no" "no" "ayes" "no" "no" "no"
"502" "Study 118" "Compound 23" "Neuroscience" "sm" "oral gavage" "rat" 26 "0" "NA" "day" "NA" "no" "NA" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
"503" "Study 118" "Compound 23" "Neuroscience" "sm" "oral gavage" "rat" 26 "2" "NA" "day" "NA" "yes" "both" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "yes" "no" "no" "no"
"504" "Study 118" "Compound 23" "Neuroscience" "sm" "oral gavage" "rat" 26 "6" "NA" "day" "NA" "no" "NA" "yes" "no" "no" "no" "no" "no" "no" "yes-r" "no" "no" "ayes" "no" "no" "no"
"505" "Study 118" "Compound 23" "Neuroscience" "sm" "oral gavage" "rat" 26 "18" "NA" "day" "NA" "no" "NA" "yes" "no" "yes-decrease-na" "no" "no" "no" "no" "yes-r" "yes-abnormal shape_surface-nr" "lung" "ayes" "yes-decrease-nr, yes-decrease-nr, yes-increase-na" "testis,epididymis,ovary" "no"
"506" "Study 119" "Compound 23" "Neuroscience" "sm" "oral gavage" "cynomolgus" 2 "0" "NA" "day" "NA" "no" "NA" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
"507" "Study 119" "Compound 23" "Neuroscience" "sm" "oral gavage" "cynomolgus" 2 "1" "NA" "day" "NA" "yes" "both" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
"508" "Study 119" "Compound 23" "Neuroscience" "sm" "oral gavage" "cynomolgus" 2 "3" "NA" "day" "NA" "no" "NA" "yes" "no" "no" "no" "no" "no" "ayes-skin discoloration-tr" "no" "no" "no" "ayes" "no" "no" "no"
"509" "Study 119" "Compound 23" "Neuroscience" "sm" "oral gavage" "cynomolgus" 2 "10" "NA" "day" "NA" "no" "NA" "yes" "yes-decrease-r" "no" "yes" "no" "no" "ayes-severe-skin discoloration-tr, ayes-severe-skin lesions-tr, yes-morbidity-tr,  yes-discharge-r, yes-face edema-r, yes-ocular examination changes-r" "yes-r" "no" "no" "ayes" "yes-decrease-nr" "testis" "no"
"510" "Study 120" "Compound 23" "Neuroscience" "sm" "oral gavage" "rat" 2 "0" "NA" "day" "NA" "no" "NA" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
"511" "Study 120" "Compound 23" "Neuroscience" "sm" "oral gavage" "rat" 2 "5" "NA" "day" "NA" "no" "NA" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
"512" "Study 120" "Compound 23" "Neuroscience" "sm" "oral gavage" "rat" 2 "15" "NA" "day" "NA" "yes" "both" "no" "no" "no" "no" "no" "no" "no" "yes-na" "no" "no" "no" "yes-increase-r" "liver" "no"
"513" "Study 120" "Compound 23" "Neuroscience" "sm" "oral gavage" "rat" 2 "40" "NA" "day" "NA" "no" "NA" "yes" "ayes-marked-decrease-na" "yes-decrease-r" "no" "no" "no" "no" "yes-na" "no" "no" "yes" "yes-decrease-r, yes-increase-r" "thymus gland, liver" "no"
"514" "Study 121" "Compound 24" "Infectious Diseases and Virology" "sm" "oral" "cynomolgus" 39 "0" "NA" "qod" "NA" "no" "NA" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
"515" "Study 121" "Compound 24" "Infectious Diseases and Virology" "sm" "oral" "cynomolgus" 39 "2.5" "NA" "qod" "NA" "yes" "both" "no" "no" "no" "no" "no" "no" "yes-ocular examination changes-na" "yes-r" "no" "no" "no" "no" "no" "no"
"516" "Study 121" "Compound 24" "Infectious Diseases and Virology" "sm" "oral" "cynomolgus" 39 "5" "NA" "qod" "NA" "no" "NA" "yes" "no" "yes-decrease-na" "no" "no" "no" "yes-dehydration-na" "yes-r" "no" "no" "ayes" "no" "no" "no"
"517" "Study 121" "Compound 24" "Infectious Diseases and Virology" "sm" "oral" "cynomolgus" 39 "7.5" "NA" "qod" "NA" "no" "NA" "yes" "no" "yes-decrease-na" "yes" "yes-tremor-na, yes-abnormal posture-na, yes-hypoactivity-na, yes-abnormal gait-na" "no" "yes-partially closed or closed eyes-na, yes-face edema-na, yes-skin discoloration-na, yes-dehydration-na, yes-ocular examination changes-na" "yes-r" "yes-increase-r" "sciatic nerve" "ayes" "no" "no" "yes-increased heart rate-r"
"518" "Study 121" "Compound 24" "Infectious Diseases and Virology" "sm" "oral" "cynomolgus" 39 "10" "NA" "week" "NA" "yes" "both" "no" "no" "no" "no" "no" "no" "yes-ocular examination changes-na" "yes-r" "no" "no" "no" "no" "no" "no"
"519" "Study 122" "Compound 24" "Infectious Diseases and Virology" "sm" "oral gavage" "rat" 26 "0" "NA" "qod" "NA" "no" "NA" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
"520" "Study 122" "Compound 24" "Infectious Diseases and Virology" "sm" "oral gavage" "rat" 26 "2" "NA" "qod" "NA" "no" "NA" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
"521" "Study 122" "Compound 24" "Infectious Diseases and Virology" "sm" "oral gavage" "rat" 26 "5" "NA" "qod" "NA" "no" "NA" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
"522" "Study 122" "Compound 24" "Infectious Diseases and Virology" "sm" "oral gavage" "rat" 26 "7.5" "NA" "qod" "NA" "yes" "both" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "yes" "no" "no" "no"
"523" "Study 122" "Compound 24" "Infectious Diseases and Virology" "sm" "oral gavage" "rat" 26 "12" "NA" "week" "NA" "yes" "both" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
"524" "Study 123" "Compound 24" "Infectious Diseases and Virology" "sm" "oral gavage" "rat" 13 "0" "NA" "qod" "NA" "no" "NA" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
"525" "Study 123" "Compound 24" "Infectious Diseases and Virology" "sm" "oral gavage" "rat" 13 "3" "NA" "qod" "NA" "yes" "both" "no" "no" "no" "no" "no" "no" "yes-skin lesions-r" "no" "no" "no" "yes" "no" "no" "no"
"526" "Study 123" "Compound 24" "Infectious Diseases and Virology" "sm" "oral gavage" "rat" 13 "10" "NA" "qod" "NA" "no" "NA" "yes" "no" "no" "no" "no" "no" "ayes-skin lesions-r" "no" "no" "no" "ayes" "no" "no" "no"
"527" "Study 123" "Compound 24" "Infectious Diseases and Virology" "sm" "oral gavage" "rat" 13 "30" "NA" "qod" "NA" "no" "NA" "yes" "no" "no" "no" "no" "no" "ayes-skin lesions-r" "no" "no" "no" "ayes" "no" "no" "no"
"528" "Study 123" "Compound 24" "Infectious Diseases and Virology" "sm" "oral gavage" "rat" 13 "10" "NA" "week" "NA" "no" "NA" "no" "no" "no" "no" "no" "no" "yes-skin lesions-r" "no" "no" "no" "yes" "no" "no" "no"
"529" "Study 123" "Compound 24" "Infectious Diseases and Virology" "sm" "oral gavage" "rat" 13 "30" "NA" "week" "NA" "yes" "both" "no" "no" "no" "no" "no" "no" "yes-skin lesions-r" "no" "no" "no" "yes" "no" "no" "no"
"530" "Study 124" "Compound 24" "Infectious Diseases and Virology" "sm" "oral" "cynomolgus" 13 "0" "NA" "qod" "NA" "no" "NA" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
"531" "Study 124" "Compound 24" "Infectious Diseases and Virology" "sm" "oral" "cynomolgus" 13 "1" "NA" "qod" "NA" "no" "NA" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
"532" "Study 124" "Compound 24" "Infectious Diseases and Virology" "sm" "oral" "cynomolgus" 13 "3" "NA" "qod" "NA" "yes" "both" "no" "no" "no" "no" "no" "no" "no" "yes-r" "no" "no" "no" "no" "no" "yes-increased heart rate-na"
"533" "Study 124" "Compound 24" "Infectious Diseases and Virology" "sm" "oral" "cynomolgus" 13 "10" "NA" "qod" "NA" "no" "NA" "yes" "yes-decrease-na" "ayes-decrease-na" "no" "no" "no" "yes-skin discoloration-na, yes-edema-na" "yes-r" "no" "no" "yes" "yes-increase-r" "spleen" "yes-increased heart rate-na"
"534" "Study 124" "Compound 24" "Infectious Diseases and Virology" "sm" "oral" "cynomolgus" 13 "3" "NA" "week" "NA" "no" "NA" "no" "no" "no" "no" "no" "no" "no" "yes-r" "no" "no" "yes" "yes-increase-r" "spleen" "yes-increased heart rate-na"
"535" "Study 124" "Compound 24" "Infectious Diseases and Virology" "sm" "oral" "cynomolgus" 13 "10" "NA" "week" "NA" "yes" "both" "no" "yes-decrease-na" "yes-decrease-na" "no" "no" "no" "yes-skin discoloration-na, yes-face edema-na" "yes-r" "no" "no" "no" "no" "no" "yes-increased heart rate-na"
"536" "Study 125" "Compound 24" "Infectious Diseases and Virology" "sm" "oral gavage" "rat" 4 "0" "NA" "qod" "NA" "no" "NA" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
"537" "Study 125" "Compound 24" "Infectious Diseases and Virology" "sm" "oral gavage" "rat" 4 "30" "NA" "qod" "NA" "no" "NA" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "yes" "yes-decrease-na" "thymus gland" "no"
"538" "Study 125" "Compound 24" "Infectious Diseases and Virology" "sm" "oral gavage" "rat" 4 "100" "NA" "qod" "NA" "yes" "male" "no" "no" "no" "no" "no" "no" "no" "yes-na" "no" "no" "yes" "yes-decrease-na" "thymus gland" "no"
"539" "Study 125" "Compound 24" "Infectious Diseases and Virology" "sm" "oral gavage" "rat" 4 "300" "NA" "qod" "NA" "yes" "female" "yes" "yes-decrease-na" "yes-decrease-na" "no" "no" "no" "no" "yes-na" "yes-increase-na" "kidney" "ayes" "yes-decrease-na" "thymus gland" "no"
"540" "Study 126" "Compound 24" "Infectious Diseases and Virology" "sm" "oral gavage" "cynomolgus" 4 "0" "NA" "qod" "NA" "no" "NA" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
"541" "Study 126" "Compound 24" "Infectious Diseases and Virology" "sm" "oral gavage" "cynomolgus" 4 "10" "NA" "qod" "NA" "yes" "both" "no" "yes-decrease-na" "no" "no" "no" "no" "yes-skin discoloration-na" "yes-na" "no" "no" "yes" "no" "no" "no"
"542" "Study 126" "Compound 24" "Infectious Diseases and Virology" "sm" "oral gavage" "cynomolgus" 4 "75" "NA" "qod" "yes(dosing holiday)" "no" "NA" "yes" "yes-decrease-na" "no" "no" "yes-hypoactivity-na,yes-abnormal posture-na" "no" "no" "yes-na" "no" "no" "ayes" "no" "no" "no"
"543" "Study 126" "Compound 24" "Infectious Diseases and Virology" "sm" "oral gavage" "cynomolgus" 4 "250" "NA" "qod" "yes(dosing holiday)" "no" "NA" "yes" "yes-decrease-na" "no" "yes" "yes-abnormal posture-na,yes-tremor-na" "no" "yes-skin discoloration-na,yes-skin lesions-na" "yes-na" "yes-increase-na" "lymph node" "ayes" "no" "no" "no"
"544" "Study 127" "Compound 25" "Neuroscience" "sm" "oral gavage" "cynomolgus" 39 "0" "NA" "day" "NA" "no" "NA" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
"545" "Study 127" "Compound 25" "Neuroscience" "sm" "oral gavage" "cynomolgus" 39 "1.5" "NA" "day" "NA" "yes" "both" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
"546" "Study 127" "Compound 25" "Neuroscience" "sm" "oral gavage" "cynomolgus" 39 "3" "NA" "day" "NA" "no" "NA" "yes" "no" "no" "no" "no" "no" "yes-minimal-ERG changes-na" "yes" "no" "no" "ayes" "no" "no" "no"
"547" "Study 127" "Compound 25" "Neuroscience" "sm" "oral gavage" "cynomolgus" 39 "5" "NA" "day" "7.5 (severe clinical signs)" "no" "NA" "yes" "no" "no" "no" "no" "no" "yes-severe-skin lesions-na,  yes-ERG changes-tr" "yes" "yes-decrease-r" "thymus gland" "ayes" "yes-decrease-r" "thymus gland" "no"
"548" "Study 128" "Compound 25" "Neuroscience" "sm" "oral gavage" "rat" 26 "0" "NA" "day" "NA" "no" "NA" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
"549" "Study 128" "Compound 25" "Neuroscience" "sm" "oral gavage" "rat" 26 "1" "NA" "day" "NA" "yes" "male" "no" "no" "no" "no" "no" "no" "no" "yes-r" "yes-discoloration-tr" "adrenal gland" "yes" "no" "no" "no"
"550" "Study 128" "Compound 25" "Neuroscience" "sm" "oral gavage" "rat" 26 "3" "NA" "day" "NA" "yes" "female" "yes" "no" "no" "no" "no" "no" "no" "yes-r" "yes- abnormal shape_surface-r,yes-decrease-r, yes-decrease-r, yes-discoloration-tr, yes- hemorrhage-r" "testis,testis, epididymis, adrenal gland, adrenal gland" "ayes" "yes-decrease-r, yes-decrease-r, yes-decrease-tr" "testis,epididymis,uterus" "no"
"551" "Study 128" "Compound 25" "Neuroscience" "sm" "oral gavage" "rat" 26 "7.5" "NA" "day" "NA" "no" "NA" "yes" "yes-decrease-r" "yes-decrease-r" "yes" "yes-hypoactivity-r, yes-abnormal posture-r" "no" "yes-dehydration-r" "yes-r" "yes- abnormal shape_surface-r,yes-decrease-r, yes-decrease-r, yes-severe-discoloration-tr, yes-severe-hemorrhage-r, yes-severe-decrease-r" "testis,testis, epididymis, adrenal gland, adrenal gland, thymus gland" "ayes" "yes-decrease-r, yes-decrease-r, yes-decrease-tr, yes-increase-r, yes-severe-decrease-r" "testis,epididymis,uterus,adrenal gland,thymus gland" "no"
"552" "Study 129" "Compound 25" "Neuroscience" "sm" "oral gavage" "rat" 4 "0" "NA" "day" "NA" "no" "NA" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
"553" "Study 129" "Compound 25" "Neuroscience" "sm" "oral gavage" "rat" 4 "1" "NA" "day" "NA" "no" "NA" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
"554" "Study 129" "Compound 25" "Neuroscience" "sm" "oral gavage" "rat" 4 "3" "NA" "day" "NA" "yes" "both" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
"555" "Study 129" "Compound 25" "Neuroscience" "sm" "oral gavage" "rat" 4 "9" "NA" "day" "NA" "no" "NA" "no" "no" "ayes-decrease-tr" "no" "no" "no" "no" "no" "yes-decrease-r" "thymus gland" "yes" "yes-decrease-r" "thymus gland" "no"
"556" "Study 130" "Compound 25" "Neuroscience" "sm" "oral gavage" "cynomolgus" 2 "0" "NA" "day" "NA" "no" "NA" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
"557" "Study 130" "Compound 25" "Neuroscience" "sm" "oral gavage" "cynomolgus" 2 "2" "NA" "day" "NA" "yes" "both" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
"558" "Study 130" "Compound 25" "Neuroscience" "sm" "oral gavage" "cynomolgus" 2 "4" "NA" "day" "NA" "no" "NA" "yes" "no" "no" "no" "no" "no" "yes-skin lesions-r" "no" "no" "no" "yes" "no" "no" "no"
"559" "Study 130" "Compound 25" "Neuroscience" "sm" "oral gavage" "cynomolgus" 2 "6" "NA" "day" "NA" "no" "NA" "yes" "no" "no" "no" "yes-abnormal behavior-r" "no" "yes-skin lesions-nr, yes-skin discoloration-r,yes-morbidity-r" "no" "no" "no" "ayes" "yes-decrease-r" "thymus gland" "no"
"560" "Study 131" "Compound a" "Oncology" "lm" "intravenous" "cynomolgus" 4 "0" "NA" "twice weekly" "NA" "no" "NA" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
"561" "Study 131" "Compound a" "Oncology" "lm" "intravenous" "cynomolgus" 4 "10" "NA" "twice weekly" "NA" "no" "NA" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
"562" "Study 131" "Compound a" "Oncology" "lm" "intravenous" "cynomolgus" 4 "50" "NA" "twice weekly" "NA" "no" "NA" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
"563" "Study 131" "Compound a" "Oncology" "lm" "intravenous" "cynomolgus" 4 "100" "NA" "twice weekly" "NA" "yes" "both" "no" "yes-minimal-decrease-na" "no" "no" "no" "no" "no" "yes-na" "no" "no" "no" "no" "no" "no"
"564" "Study 132" "Compound a" "Oncology" "lm" "intravenous" "cynomolgus" 26 "0" "NA" "week" "NA" "no" "NA" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
"565" "Study 132" "Compound a" "Oncology" "lm" "intravenous" "cynomolgus" 26 "15" "NA" "week" "NA" "no" "NA" "no" "no" "no" "no" "no" "yes-nonformed feces-na" "yes-morbidity-r" "yes-na" "no" "no" "no" "no" "no" "no"
"566" "Study 132" "Compound a" "Oncology" "lm" "intravenous" "cynomolgus" 26 "50" "NA" "week" "NA" "no" "NA" "no" "no" "no" "yes" "no" "yes-nonformed feces-na" "no" "yes-na" "no" "no" "no" "no" "no" "no"
"567" "Study 132" "Compound a" "Oncology" "lm" "intravenous" "cynomolgus" 26 "150" "NA" "week" "NA" "yes" "both" "no" "no" "no" "no" "no" "yes-nonformed feces-nr" "yes-morbidity-r" "yes-nr" "no" "no" "no" "no" "no" "no"
"568" "Study 133" "Compound a" "Oncology" "lm" "intravenous" "cynomolgus" 7 "0" "NA" "week" "NA" "no" "NA" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
"569" "Study 133" "Compound a" "Oncology" "lm" "intravenous" "cynomolgus" 7 "15" "NA" "week" "NA" "no" "NA" "no" "no" "no" "no" "no" "yes-nonformed feces-na" "no" "no" "no" "no" "no" "no" "no" "no"
"570" "Study 133" "Compound a" "Oncology" "lm" "intravenous" "cynomolgus" 7 "50" "NA" "week" "NA" "no" "NA" "no" "no" "no" "no" "no" "yes-nonformed feces-na" "no" "no" "no" "no" "no" "no" "no" "no"
"571" "Study 133" "Compound a" "Oncology" "lm" "intravenous" "cynomolgus" 7 "150" "NA" "week" "NA" "yes" "both" "no" "yes-minimal-decrease-na" "no" "no" "no" "yes-nonformed feces-tr" "no" "no" "no" "no" "no" "no" "no" "no"
"572" "Study 134" "Compound b" "Oncology" "lm" "intravenous" "cynomolgus" 39 "0" "NA" "week" "NA" "no" "NA" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
"573" "Study 134" "Compound b" "Oncology" "lm" "intravenous" "cynomolgus" 39 "3" "NA" "week" "NA" "no" "NA" "no" "no" "yes-decrease-r" "no" "no" "no" "no" "no" "no" "no" "yes" "no" "no" "no"
"574" "Study 134" "Compound b" "Oncology" "lm" "intravenous" "cynomolgus" 39 "15" "NA" "week" "NA" "no" "NA" "no" "no" "yes-decrease-r" "no" "no" "no" "no" "yes-r" "no" "no" "yes" "no" "no" "no"
"575" "Study 134" "Compound b" "Oncology" "lm" "intravenous" "cynomolgus" 39 "75" "NA" "week" "NA" "yes" "both" "no" "no" "yes-decrease-r" "no" "no" "no" "no" "yes-r" "no" "no" "yes" "no" "no" "no"
"576" "Study 135" "Compound b" "Oncology" "lm" "intravenous" "cynomolgus" 13 "0" "NA" "week" "NA" "no" "NA" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
"577" "Study 135" "Compound b" "Oncology" "lm" "intravenous" "cynomolgus" 13 "3" "NA" "week" "NA" "no" "NA" "no" "yes-decrease-na" "no" "no" "no" "no" "no" "yes-na" "yes-decrease-na" "thymus gland" "yes" "yes-decrease-na" "thymus gland" "no"
"578" "Study 135" "Compound b" "Oncology" "lm" "intravenous" "cynomolgus" 13 "15" "NA" "week" "NA" "no" "NA" "no" "yes-decrease-na" "no" "no" "no" "no" "no" "yes-na" "yes-decrease-na" "thymus gland" "yes" "yes-decrease-na" "thymus gland" "no"
"579" "Study 135" "Compound b" "Oncology" "lm" "intravenous" "cynomolgus" 13 "75" "NA" "week" "NA" "yes" "both" "no" "yes-decrease-na" "no" "no" "no" "no" "no" "yes-na" "yes-decrease-na" "thymus gland" "yes" "yes-decrease-na" "thymus gland" "no"
"580" "Study 136" "Compound c" "Cardiovascular and Metabolism" "lm" "intravenous" "cynomolgus" 39 "0" "NA" "week" "NA" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
"581" "Study 136" "Compound c" "Cardiovascular and Metabolism" "lm" "intravenous" "cynomolgus" 39 "2" "NA" "week" "NA" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
"582" "Study 136" "Compound c" "Cardiovascular and Metabolism" "lm" "intravenous" "cynomolgus" 39 "10" "NA" "week" "NA" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
"583" "Study 136" "Compound c" "Cardiovascular and Metabolism" "lm" "intravenous" "cynomolgus" 39 "50" "NA" "week" "NA" "yes" "both" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
"584" "Study 137" "Compound c" "Cardiovascular and Metabolism" "lm" "intravenous" "cynomolgus" 13 "0" "NA" "week" "NA" "no" "NA" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
"585" "Study 137" "Compound c" "Cardiovascular and Metabolism" "lm" "intravenous" "cynomolgus" 13 "2" "NA" "week" "NA" "no" "NA" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
"586" "Study 137" "Compound c" "Cardiovascular and Metabolism" "lm" "intravenous" "cynomolgus" 13 "10" "NA" "week" "NA" "no" "NA" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
